"SeqNum","MOSTYP","MSKB1","MAANTH","MOSHOO","MGODPR","MGEMLE","MFALLE","MSKA","MAUT2","MFWEKI","MRELGE","MAUT1","MAUT0","MHHUUR","MOPLHO","MSKB2","MSKC","MGODRK","MGEMOM","MINKGE","PPERSA","PAANHA","PWAPAR","AMOTSC","AWAPAR","APERSA","Resp"
2660,18,4,3,1,0,5,3,7,2,2,1,5,2,2,6,3,1,0,0,4,0,0,0,0,0,0,0
2661,32,4,3,6,1,4,1,9,0,3,4,2,1,2,9,7,0,2,3,8,0,0,4,1,0,0,0
2662,26,2,4,4,1,4,1,4,2,4,3,1,1,5,4,5,4,3,2,5,0,0,4,1,0,0,0
2663,14,2,4,1,0,4,2,2,2,2,0,2,0,0,2,2,7,2,0,3,0,0,3,0,0,0,1
2664,33,3,3,6,0,8,0,9,0,4,0,2,2,2,6,4,0,0,2,6,0,0,5,0,0,0,0
2665,17,2,4,1,1,5,3,6,0,2,0,2,2,3,4,0,3,5,0,3,0,0,0,0,0,0,1
2666,35,4,3,6,0,4,2,8,1,3,1,3,3,1,8,5,0,5,0,6,0,0,4,1,0,0,0
2667,32,3,3,6,1,6,1,7,1,3,2,4,2,2,5,4,2,3,2,8,0,0,4,1,0,0,1
2668,4,2,2,8,0,5,3,3,4,8,0,5,3,0,1,0,7,2,0,3,0,0,2,1,0,0,0
2669,17,3,3,1,1,4,1,6,1,4,1,2,4,1,5,2,3,4,1,3,0,0,0,0,0,0,0
2670,20,2,4,2,0,4,1,6,2,5,0,4,3,1,3,4,2,2,0,5,0,0,2,1,0,0,0
2671,17,1,4,1,1,5,2,4,0,3,3,2,2,3,4,5,3,3,0,3,0,0,0,0,0,0,0
2672,17,2,3,1,1,5,2,5,1,2,0,5,0,0,0,2,3,3,0,3,0,0,0,0,0,0,0
2673,10,3,3,10,0,6,2,7,0,3,1,3,2,2,5,1,3,5,0,3,0,0,3,0,0,0,0
2674,35,3,2,6,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,6,0,0,4,1,0,0,1
2676,17,2,3,1,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,3,0,0,3,1,0,0,0
2677,33,3,3,6,0,3,2,6,1,3,2,2,3,2,8,2,2,4,1,6,0,0,4,0,0,0,0
2678,6,2,4,9,2,4,2,6,0,2,2,4,2,2,6,4,1,5,1,1,0,0,4,1,0,0,0
2679,26,2,4,4,0,7,2,9,0,7,3,4,3,2,2,2,3,3,1,6,0,0,0,0,0,0,0
2680,14,3,3,1,1,4,2,7,1,3,1,2,3,2,5,2,1,4,1,3,0,0,4,1,0,0,0
2681,33,3,3,6,0,5,1,5,2,3,1,2,4,2,4,2,2,4,1,6,0,0,0,0,0,0,0
2682,15,2,3,1,0,5,2,6,1,3,3,3,3,2,7,1,2,5,0,6,0,0,0,0,0,0,0
2683,25,2,4,4,1,4,1,7,1,9,0,2,2,0,5,4,5,5,0,6,0,0,0,0,0,0,0
2684,28,3,3,5,3,4,2,9,0,5,4,2,0,6,9,6,1,3,2,8,0,0,4,1,0,0,1
2685,10,3,4,10,2,4,0,7,0,3,1,3,3,1,8,2,0,7,0,3,0,0,0,0,0,0,0
2686,30,3,3,5,1,5,1,6,1,3,3,5,1,3,8,3,1,3,1,7,0,0,3,0,0,0,0
2687,5,2,3,8,0,6,0,3,0,4,0,2,4,1,0,4,3,6,0,2,0,0,1,1,0,0,0
2688,19,2,2,2,2,2,0,0,3,2,0,3,4,0,1,0,7,2,1,4,0,0,0,0,0,0,0
2689,31,2,3,6,6,0,0,7,2,7,1,2,4,1,1,2,1,5,1,5,0,0,0,0,0,0,0
2690,14,3,3,1,0,5,1,7,1,4,0,2,2,1,5,2,2,5,2,3,3,0,4,0,0,0,0
2691,14,2,4,1,0,5,2,6,1,4,4,3,3,3,6,1,2,5,0,3,0,0,0,0,0,0,0
2692,32,4,2,6,2,6,0,6,1,0,2,5,0,2,5,4,2,3,1,8,0,0,1,1,0,0,0
2693,16,3,3,1,0,4,0,5,2,2,0,4,4,0,8,1,4,1,4,5,0,0,1,0,0,0,0
2694,10,3,4,10,2,4,0,7,0,3,1,3,3,1,8,2,0,7,0,3,0,0,5,1,0,0,0
2695,22,4,3,3,5,4,0,5,3,4,0,0,4,0,9,3,7,0,2,5,0,0,3,1,0,0,0
2696,24,3,4,4,1,4,0,6,0,2,3,1,1,4,6,6,3,1,1,6,0,0,0,0,0,0,0
2697,4,2,3,8,1,4,2,3,2,4,1,4,1,1,1,1,6,2,0,3,0,0,2,1,0,0,0
2698,20,2,4,2,0,4,1,6,2,5,0,4,3,1,3,4,2,2,0,5,0,0,4,0,0,0,0
2700,30,3,4,5,1,5,2,7,1,5,1,1,5,2,7,2,3,3,0,7,0,0,3,0,0,0,0
2701,10,2,2,10,1,5,1,6,2,5,1,5,3,1,7,3,2,5,0,3,0,0,0,0,0,0,0
2702,12,2,3,10,1,4,2,4,3,2,0,2,3,1,0,1,6,3,0,1,0,0,2,1,0,0,0
2703,5,2,3,8,1,3,1,4,2,2,1,3,3,1,2,1,5,4,0,2,0,0,1,1,0,0,0
2704,13,3,3,10,0,6,0,7,0,5,2,3,3,3,7,7,0,5,0,1,0,0,4,1,0,0,0
2706,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,0,0,0,0,0
2707,19,3,3,2,0,3,0,7,0,4,0,0,5,0,4,0,4,5,0,3,0,0,3,0,0,0,0
2708,20,3,2,2,0,3,1,8,1,2,1,3,5,0,3,0,2,7,0,5,0,0,0,0,0,0,0
2709,8,2,4,9,0,4,2,5,0,2,0,2,3,0,0,0,2,7,0,1,0,0,3,1,0,0,0
2710,14,2,3,1,3,4,0,6,0,2,0,4,5,0,9,4,2,7,0,3,0,0,3,1,0,0,0
2711,19,4,3,2,0,6,0,7,0,2,0,2,8,0,7,0,5,0,0,3,0,0,3,0,0,0,0
2712,35,3,3,6,2,4,1,6,1,3,3,4,1,3,6,3,2,3,2,6,0,0,5,0,0,0,0
2713,16,3,2,1,0,3,1,8,0,1,2,2,3,2,0,0,4,5,0,5,0,0,3,1,0,0,0
2714,30,3,3,5,1,5,1,7,1,3,2,2,2,3,6,4,3,2,2,7,0,0,4,1,0,0,0
2715,27,2,4,4,0,5,3,5,1,4,1,3,4,1,3,2,4,3,1,3,0,0,0,0,0,0,0
2716,14,2,3,1,0,9,0,5,0,3,0,0,3,0,9,2,6,3,0,3,0,0,4,1,0,0,0
2717,11,2,4,10,0,3,0,2,0,0,0,0,0,0,3,2,7,0,0,2,0,0,0,1,0,0,0
2718,10,2,3,10,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,3,0,0,0,0,0,0,0
2719,32,4,2,6,1,5,1,8,1,2,3,5,2,2,8,4,2,4,0,8,0,0,0,0,0,0,0
2721,4,2,2,8,2,2,4,2,5,5,0,4,0,0,0,0,0,6,0,3,0,0,3,1,0,0,0
2722,26,2,4,4,0,5,2,5,1,4,2,3,2,2,5,3,4,2,1,6,0,0,2,1,0,0,0
2723,10,2,3,10,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,3,0,0,0,0,0,0,0
2724,20,3,3,2,0,4,1,7,0,3,0,0,3,2,6,2,5,4,0,5,0,0,0,0,0,0,0
2725,25,2,4,4,0,2,0,6,0,5,5,3,1,4,5,5,3,2,3,6,0,0,0,0,0,0,0
2726,30,4,3,5,1,4,1,7,1,3,4,9,0,3,9,4,0,3,2,7,0,0,0,0,0,0,0
2727,12,2,4,10,0,5,0,3,0,2,0,3,4,0,2,0,5,4,0,1,0,0,3,1,0,0,0
2728,31,2,3,6,0,7,1,7,1,3,2,3,2,2,8,6,3,4,0,4,0,0,4,1,0,0,0
2729,12,3,3,10,2,2,0,6,1,1,0,0,2,0,3,0,3,6,0,1,0,0,3,1,0,0,0
2730,20,3,3,2,0,9,0,9,0,3,0,0,3,0,9,3,3,4,0,5,0,0,0,0,0,0,0
2731,5,2,3,8,3,3,0,2,2,2,3,3,2,2,3,3,9,0,0,2,0,0,1,1,0,0,0
2732,14,3,3,1,1,4,2,7,1,4,1,1,4,1,7,2,3,3,0,3,0,0,3,0,0,0,0
2733,30,4,3,5,1,4,1,7,1,0,3,9,0,3,9,4,0,0,0,7,0,0,0,0,0,0,0
2734,3,3,2,8,6,0,0,6,3,3,1,4,2,1,0,0,5,2,1,3,0,0,3,1,0,0,0
2735,34,3,2,6,4,1,0,6,3,4,5,3,1,4,9,7,0,3,3,7,0,0,0,0,0,0,0
2736,31,2,3,6,2,3,2,5,0,3,4,3,2,4,5,3,5,2,0,4,0,0,4,0,0,0,0
2737,16,3,3,1,0,7,1,7,0,0,0,2,0,0,9,5,0,0,6,5,0,0,6,0,0,0,0
2738,31,2,2,6,2,2,1,4,1,2,2,4,2,3,1,4,3,3,2,5,0,0,3,0,0,0,0
2739,16,2,2,1,0,5,0,3,2,3,1,3,4,1,7,1,2,5,0,5,0,0,4,1,0,0,0
2740,25,1,4,4,1,5,0,5,0,2,2,2,2,2,8,7,4,2,0,6,0,0,3,0,0,0,0
2741,12,2,3,10,1,3,1,4,2,2,1,3,3,1,2,1,5,4,0,1,0,0,0,0,0,0,0
2742,31,4,3,6,0,6,1,8,0,1,2,4,4,1,7,2,4,2,0,4,0,0,3,1,0,0,0
2743,8,2,4,9,0,4,2,5,0,2,0,2,3,0,0,0,2,7,0,1,0,0,0,1,0,0,0
2744,17,2,4,1,0,5,2,7,0,5,0,2,7,0,4,0,5,4,0,3,0,0,6,1,1,0,0
2745,27,2,3,4,1,4,2,5,2,5,2,4,2,2,3,2,2,3,1,3,0,0,3,0,0,0,1
2746,19,3,2,2,0,6,3,9,0,4,2,4,2,2,0,3,2,5,0,4,0,0,0,0,0,0,0
2747,16,3,3,1,0,7,0,9,0,3,2,5,4,0,2,0,2,4,0,5,0,0,4,1,0,0,0
2748,4,2,2,8,0,5,3,3,4,8,0,5,3,0,1,0,7,2,0,3,0,0,0,0,0,0,0
2749,10,2,4,10,0,3,0,5,0,4,0,0,6,0,1,0,4,3,1,3,0,0,2,0,0,0,0
2750,17,3,3,1,2,1,0,8,0,1,1,4,3,2,4,7,2,3,2,3,0,0,1,0,0,0,0
2751,28,3,3,5,1,4,0,7,0,2,3,3,0,4,9,5,2,3,2,8,0,0,0,0,0,0,0
2752,35,3,2,6,1,4,2,6,2,4,3,3,1,4,7,5,1,1,1,6,0,0,3,1,0,0,0
2753,13,3,3,10,0,6,0,7,0,5,2,3,3,3,7,7,0,5,0,1,4,0,0,0,0,0,0
2754,14,2,3,1,0,7,1,5,1,1,0,2,6,0,1,1,5,3,0,3,0,0,2,1,0,0,0
2755,13,2,5,10,1,5,4,7,1,6,3,5,1,3,1,3,5,1,2,1,0,0,0,0,0,0,0
2756,8,2,5,9,1,4,2,3,0,3,2,3,2,1,1,4,7,1,0,1,0,0,3,1,0,0,0
2757,3,3,3,8,0,9,0,5,0,0,0,2,0,3,6,2,4,2,0,2,0,0,2,1,0,0,0
2758,31,2,4,6,1,5,2,6,1,5,1,3,3,1,6,2,4,3,1,4,0,0,1,0,0,0,0
2759,14,2,4,1,2,5,0,9,0,6,0,7,0,2,6,3,2,4,0,3,0,0,0,0,0,0,0
2760,17,2,5,1,1,5,2,5,1,5,1,4,1,2,4,4,3,3,1,3,0,0,0,0,0,0,1
2761,32,3,3,6,0,4,2,7,1,0,0,3,3,0,4,1,1,6,1,8,0,0,1,0,0,0,0
2762,19,2,2,2,0,3,1,8,0,1,1,2,3,1,0,0,7,2,0,4,0,0,0,0,0,0,0
2763,35,3,2,6,1,3,2,7,1,2,2,5,1,2,3,4,1,4,1,6,0,0,0,0,0,0,1
2764,22,3,3,3,0,7,0,6,0,1,0,2,0,3,9,7,1,5,0,4,0,0,5,1,0,0,0
2766,22,3,3,3,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,4,0,0,4,1,0,0,0
2767,16,2,4,1,0,9,0,5,0,2,0,0,3,2,9,2,5,0,0,5,0,0,0,0,0,0,0
2768,20,3,3,2,0,5,1,7,1,2,1,2,3,1,4,2,4,4,1,5,0,0,0,0,0,0,0
2769,32,4,3,6,1,5,1,7,1,0,2,3,0,0,9,5,0,3,2,8,0,0,4,0,0,0,0
2770,18,3,3,1,0,5,0,8,0,3,0,5,3,0,8,1,0,6,0,4,0,0,3,1,0,0,1
2771,5,3,3,8,0,9,0,9,0,4,1,2,3,1,3,2,3,5,1,2,0,0,0,0,0,0,0
2772,9,1,5,9,2,5,2,0,0,2,2,2,1,1,1,0,2,7,0,1,0,0,2,1,0,0,0
2773,12,2,3,10,3,5,0,9,0,6,3,7,0,1,4,2,2,4,1,1,0,0,2,1,0,0,0
2774,14,3,2,1,0,4,0,9,0,3,0,2,5,0,9,0,1,5,0,3,0,0,4,1,0,0,0
2775,35,3,2,6,1,5,1,8,1,3,4,3,1,3,8,5,1,3,2,6,0,0,4,1,0,0,0
2776,11,2,4,10,2,6,2,2,0,3,0,1,1,0,8,0,4,3,0,2,0,0,3,0,0,0,0
2777,12,3,2,10,2,2,0,6,1,2,0,0,4,0,2,0,7,2,0,1,0,0,0,0,0,0,0
2778,4,2,3,8,2,4,2,5,2,4,1,3,3,2,3,2,3,4,1,3,0,0,1,1,0,0,0
2779,8,2,4,9,0,4,2,5,0,2,0,2,3,0,0,0,2,7,0,1,0,0,0,1,0,0,0
2780,3,3,3,8,0,5,0,7,0,2,2,1,1,2,5,2,0,6,0,2,0,0,3,1,0,0,1
2781,29,4,2,5,0,4,0,9,0,2,3,6,3,1,9,4,1,4,1,6,0,0,4,1,0,0,0
2782,30,2,3,5,1,5,0,7,1,3,0,0,5,0,9,3,0,5,2,7,0,0,0,0,0,0,0
2783,14,3,3,1,0,6,1,6,0,3,1,4,2,1,7,2,0,4,0,3,0,0,3,1,0,0,0
2784,14,3,3,1,0,6,1,6,0,3,1,4,2,1,7,2,0,4,0,3,0,0,6,0,0,0,0
2785,35,3,3,6,1,4,2,7,1,3,1,6,1,2,2,3,1,5,1,6,0,0,4,1,0,0,1
2786,16,3,3,1,0,7,0,7,0,0,1,4,3,0,2,1,2,4,0,5,0,0,3,1,0,0,0
2787,30,4,3,5,0,5,0,9,0,0,0,9,0,0,9,7,0,9,0,7,0,0,4,1,0,0,0
2788,1,2,2,8,1,5,1,4,3,6,1,5,1,1,0,1,4,3,2,2,0,0,0,0,0,0,0
2789,15,2,4,1,0,3,2,5,2,5,0,1,3,1,4,2,2,5,2,6,3,0,3,0,0,0,0
2790,16,3,3,1,1,4,1,7,1,4,2,2,2,2,5,4,3,3,2,5,0,0,1,0,0,0,0
2791,23,2,4,4,1,4,2,7,1,5,3,0,0,5,9,6,0,0,6,8,0,0,0,0,0,0,0
2792,12,2,3,10,1,5,3,6,0,4,0,3,3,1,5,0,1,7,0,1,0,0,3,0,0,0,1
2793,25,1,2,4,0,5,0,0,3,3,3,6,0,0,2,2,5,4,0,6,0,0,0,0,0,0,0
2794,14,3,3,1,1,4,1,7,1,4,2,2,3,3,6,4,3,2,2,3,0,0,0,0,0,0,0
2795,12,4,3,10,1,4,1,7,1,2,2,2,0,2,3,4,7,2,0,1,0,0,0,0,0,0,0
2797,28,3,3,5,1,4,0,7,0,2,3,3,0,4,9,5,2,3,2,8,0,0,3,0,0,0,0
2798,16,3,3,1,1,7,1,7,0,2,4,2,1,4,8,4,2,3,1,5,0,0,0,0,0,0,1
2799,21,5,3,3,1,1,5,9,0,1,0,3,0,3,9,0,1,6,0,3,0,0,4,0,0,0,0
2800,2,1,2,8,2,2,2,6,0,3,0,3,1,0,0,0,4,5,0,1,0,0,0,0,0,0,0
2801,17,2,4,1,1,6,0,7,0,5,0,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0
2802,14,3,3,1,0,9,0,9,0,2,0,2,5,2,9,6,0,5,0,3,0,0,0,0,0,0,0
2803,35,3,2,6,1,5,1,8,1,3,4,3,1,3,8,5,1,3,2,6,0,0,0,0,0,0,1
2804,4,2,3,8,0,5,1,4,3,5,2,5,2,2,1,2,4,4,1,3,0,0,0,1,0,0,0
2805,27,2,3,4,0,3,3,9,0,5,2,4,3,0,7,5,0,3,3,3,0,0,0,0,0,0,0
2806,17,3,3,1,0,6,0,6,2,4,2,3,1,2,5,3,2,4,2,3,0,0,0,0,0,0,0
2807,11,3,3,10,1,5,2,5,1,4,0,3,0,0,1,2,3,6,0,2,0,0,1,1,0,0,0
2808,6,4,2,9,0,6,1,7,1,0,0,0,4,0,0,3,9,0,0,1,0,0,2,1,0,0,0
2809,5,2,2,8,1,4,2,4,1,4,2,3,4,3,2,2,4,0,0,2,0,0,1,1,0,0,0
2810,30,4,2,5,2,3,3,9,0,0,2,6,2,0,7,0,0,0,5,7,0,0,0,0,0,0,1
2811,18,2,4,1,0,5,1,6,1,4,1,4,3,1,5,2,5,2,1,4,0,0,0,0,0,0,0
2812,30,4,3,5,1,5,1,7,1,2,2,5,2,2,8,4,1,2,1,7,0,0,3,1,0,0,0
2813,10,3,3,10,2,3,2,5,2,3,1,7,1,0,8,3,1,7,1,3,0,0,4,1,0,0,0
2814,35,3,2,6,1,4,2,6,2,4,3,3,1,4,7,5,1,1,1,6,0,0,0,1,0,0,1
2815,16,3,3,1,0,5,1,6,2,4,1,3,3,2,4,3,2,4,1,5,0,0,2,1,0,0,0
2816,15,3,2,1,3,5,0,6,0,0,0,0,3,3,7,3,2,3,0,6,0,0,4,0,0,0,0
2817,16,3,3,1,0,6,0,5,1,3,0,3,2,1,2,1,3,3,3,5,0,0,2,1,0,0,0
2818,34,3,3,6,2,1,2,6,2,4,0,4,1,2,8,2,1,3,0,7,0,0,0,0,0,0,0
2819,17,2,4,1,1,5,3,6,0,2,0,2,2,3,4,0,3,5,0,3,0,0,2,1,0,0,0
2820,31,2,2,6,0,4,2,4,2,2,2,5,0,2,4,4,0,3,5,4,0,0,0,0,0,0,0
2821,18,2,4,1,0,5,1,6,1,4,1,4,3,1,5,2,5,2,1,4,0,0,4,1,0,0,0
2822,15,4,3,1,0,4,1,6,2,4,0,3,3,0,4,1,0,0,5,6,0,0,3,1,0,0,0
2823,25,1,2,4,0,5,0,0,3,3,3,6,0,0,2,2,5,4,0,6,0,0,4,1,0,0,0
2824,25,3,3,4,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,6,0,0,4,1,0,0,1
2825,5,3,3,8,1,5,1,6,1,0,0,2,3,0,0,2,4,5,0,2,0,0,2,0,0,0,0
2826,24,2,5,4,0,9,0,9,0,7,6,2,0,7,9,9,2,3,2,6,0,0,0,0,0,0,0
2827,11,3,3,10,0,4,1,6,1,4,1,4,1,1,7,2,2,2,4,2,0,0,6,0,0,0,0
2828,4,2,2,8,2,2,4,2,5,5,0,4,0,0,0,0,0,6,0,3,0,0,2,1,0,0,0
2829,4,1,2,8,1,4,1,2,2,3,1,2,2,2,2,2,4,3,1,3,0,0,0,0,0,0,0
2830,31,3,3,6,2,5,1,9,0,4,3,5,1,2,2,2,1,8,0,4,0,0,0,0,0,0,0
2831,7,3,3,9,0,4,1,6,1,5,2,3,2,1,6,2,3,3,2,1,0,0,2,0,0,0,0
2832,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,4,1,0,0,0
2834,25,1,2,4,0,5,0,0,3,3,3,6,0,0,2,2,5,4,0,6,0,0,3,0,0,0,0
2835,19,2,2,2,0,4,1,6,0,3,0,4,0,0,0,0,4,4,0,4,0,0,2,1,0,0,0
2836,34,3,3,6,0,6,0,6,0,4,4,0,2,7,9,5,0,5,0,7,0,0,4,1,0,0,0
2838,25,3,4,4,0,6,2,6,0,6,2,4,1,1,7,3,1,3,3,6,0,0,0,0,0,0,0
2839,14,3,3,1,0,3,4,9,0,1,0,3,5,1,0,2,0,3,4,3,0,0,0,1,0,0,0
2840,25,3,4,4,0,9,0,9,0,6,0,4,0,3,6,4,3,4,0,6,0,0,3,1,0,0,0
2841,35,3,2,6,2,3,1,6,1,2,1,5,1,1,2,3,2,3,0,6,0,0,0,0,0,0,0
2842,30,3,3,5,0,7,0,9,0,4,2,3,2,3,5,5,0,4,0,7,0,0,4,0,0,0,0
2843,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,4,0,0,0,0
2844,15,3,3,1,0,9,0,5,0,3,0,0,3,1,5,2,6,2,0,6,0,0,3,1,0,0,0
2845,30,4,3,5,2,6,1,7,1,0,5,3,0,3,9,2,0,3,3,8,0,0,4,1,0,0,0
2846,35,3,2,6,1,3,2,7,1,4,2,5,2,2,3,4,2,4,1,6,0,0,0,0,0,0,0
2847,20,3,3,2,1,4,2,5,2,4,3,2,3,1,8,3,3,5,1,5,0,0,3,1,0,0,0
2848,1,3,3,8,1,4,1,6,1,2,1,4,4,1,1,1,3,5,1,2,0,0,0,0,0,0,0
2849,24,3,3,4,2,4,0,9,0,3,6,1,1,8,9,6,1,0,5,6,0,0,0,0,0,0,0
2850,5,3,2,8,2,2,0,6,3,0,0,0,4,0,0,0,0,9,0,1,0,0,4,1,0,0,0
2851,13,3,3,10,3,2,0,3,1,5,4,3,2,0,0,2,0,4,0,2,0,0,0,0,0,0,0
2852,14,3,2,1,0,3,1,6,0,3,0,4,4,1,4,2,4,3,0,3,0,0,0,1,0,0,0
2853,32,3,3,6,0,7,2,9,0,3,6,2,0,7,9,7,0,0,2,8,0,0,4,1,0,0,0
2854,22,3,3,3,0,5,1,7,1,4,0,2,2,1,5,2,2,5,2,4,0,0,0,0,0,1,0
2855,14,3,3,1,0,5,0,7,0,2,0,0,6,1,7,1,5,2,0,3,0,0,0,0,0,0,0
2856,28,3,3,5,2,4,1,6,1,3,3,4,1,3,6,3,2,3,2,8,0,0,0,0,0,0,0
2857,30,3,2,5,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,7,0,0,4,1,0,0,1
2858,31,2,4,6,1,5,2,6,1,5,1,3,3,1,6,2,4,3,1,4,0,0,5,0,0,0,0
2859,14,3,3,1,1,5,0,7,1,2,1,3,2,1,6,3,2,4,1,3,0,0,0,0,0,0,1
2861,31,2,3,6,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,4,0,0,2,1,0,0,0
2862,40,1,2,7,3,2,0,2,0,2,5,5,3,2,4,3,4,3,1,2,0,0,0,0,0,0,0
2863,20,3,3,2,0,5,1,7,1,2,1,2,3,1,4,2,4,4,1,5,0,0,0,0,0,0,0
2864,15,2,3,1,0,5,2,6,1,3,3,3,3,2,7,1,2,5,0,6,0,0,4,0,0,0,0
2865,18,2,3,1,0,5,0,6,0,3,2,3,2,2,9,5,0,4,2,4,0,0,4,1,0,0,0
2866,33,2,3,6,1,5,1,5,1,3,2,2,4,1,5,2,3,5,0,6,0,0,3,1,0,0,0
2867,13,2,4,10,1,3,3,5,1,2,1,3,2,1,7,3,3,4,1,1,0,0,4,0,0,0,0
2868,14,3,3,1,0,5,1,7,1,3,2,2,2,3,7,4,2,4,1,3,0,0,0,0,0,0,0
2869,18,3,4,1,3,3,1,9,0,4,2,2,2,2,6,4,3,4,1,5,0,0,5,1,0,0,0
2870,32,3,3,6,1,4,1,7,1,5,9,0,0,1,0,1,0,5,0,8,0,0,3,0,0,0,0
2871,14,3,3,1,1,5,1,6,1,4,2,2,3,2,3,2,3,4,1,3,0,0,2,0,0,0,0
2872,31,4,3,6,1,3,1,7,1,2,1,3,3,0,1,2,2,6,1,4,0,0,0,0,0,0,0
2873,14,2,3,1,0,7,0,7,0,6,1,3,3,1,7,7,0,6,0,3,0,0,3,1,0,0,0
2874,33,3,3,6,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,6,0,0,4,1,0,0,0
2875,12,3,3,10,0,4,1,5,1,2,0,1,0,0,1,2,7,2,0,1,0,0,4,0,0,0,0
2876,24,2,3,4,3,4,0,9,0,3,2,2,0,4,4,9,2,0,2,6,0,0,4,1,0,0,0
2878,17,3,3,1,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,3,0,0,4,1,0,0,0
2879,22,3,3,3,1,7,1,8,1,3,1,2,3,2,8,4,2,3,1,4,0,0,4,0,0,0,1
2880,31,3,3,6,0,5,0,7,2,2,2,4,2,2,1,4,2,4,2,4,0,0,2,1,0,0,0
2881,35,3,2,6,1,2,2,7,2,4,4,5,2,5,2,4,1,4,1,6,0,0,3,1,0,0,0
2882,19,2,4,2,0,4,0,7,0,6,3,2,0,6,3,6,2,4,1,4,0,0,4,1,0,0,0
2883,15,5,2,1,0,8,1,9,0,1,1,4,1,2,9,2,0,7,0,6,0,0,0,0,0,0,0
2884,17,2,4,1,0,5,2,7,0,5,0,2,7,0,4,0,5,4,0,3,0,0,0,0,0,0,0
2885,34,2,2,6,5,2,1,6,1,5,2,2,3,2,4,2,1,2,3,7,0,0,0,0,0,0,0
2886,40,1,3,7,0,5,1,1,1,1,4,4,2,3,0,5,6,2,0,2,0,0,2,1,0,0,0
2887,30,4,3,5,1,5,1,7,1,2,2,5,2,2,8,4,1,2,1,7,0,0,4,0,0,0,0
2888,20,4,2,2,0,5,1,7,1,1,0,2,4,1,1,0,2,6,0,5,0,0,2,1,0,0,0
2889,5,3,2,8,1,3,2,6,1,3,0,0,5,0,5,2,2,5,0,2,0,0,0,0,0,0,0
2890,25,3,2,4,0,2,2,5,2,3,2,4,1,2,6,2,5,1,1,6,0,0,3,1,0,0,0
2891,3,2,3,8,1,3,2,5,2,3,1,3,1,1,2,1,2,5,1,2,0,0,0,0,0,0,0
2892,22,3,3,3,0,7,1,8,1,5,0,3,2,1,6,3,2,7,1,4,1,0,0,0,0,0,0
2893,16,4,3,1,1,4,2,7,1,0,0,0,5,0,0,2,0,4,0,5,0,0,4,1,0,0,0
2894,32,3,3,6,0,7,2,9,0,3,6,2,0,7,9,7,0,0,2,8,0,0,4,0,0,0,0
2895,3,2,2,8,1,6,2,7,1,3,0,0,9,0,4,2,3,4,3,2,0,0,2,1,0,0,1
2896,38,1,3,7,1,1,1,2,1,3,5,2,1,2,3,3,8,1,0,1,0,0,4,1,0,0,0
2898,12,3,3,10,1,2,2,7,2,4,1,4,2,1,3,3,3,2,1,1,0,0,3,0,0,0,0
2899,6,2,4,9,0,5,2,6,0,6,1,5,2,1,2,0,5,2,0,1,0,0,0,0,0,0,0
2901,17,2,4,1,0,9,0,6,0,3,1,4,0,0,7,4,3,5,2,3,0,0,4,1,0,0,0
2902,31,4,3,6,1,6,1,6,1,2,2,3,2,2,6,3,3,3,1,5,0,0,0,0,0,0,0
2903,23,5,3,4,0,5,0,9,0,5,0,1,4,0,8,5,1,4,1,8,0,0,0,0,0,0,0
2905,19,3,4,2,0,9,0,9,0,4,1,2,3,1,3,2,2,6,1,4,0,0,2,1,0,0,0
2906,35,3,3,6,2,4,1,6,1,3,3,4,1,3,6,3,2,3,2,6,0,0,4,1,0,0,0
2907,21,3,2,3,0,6,0,6,3,5,1,3,0,4,9,6,0,4,2,3,3,0,6,0,0,0,0
2908,14,3,3,1,1,4,1,7,1,4,2,2,3,3,6,4,3,2,2,3,0,0,3,0,0,0,0
2909,20,3,3,2,0,4,1,7,0,3,0,0,3,2,6,2,5,4,0,5,0,0,0,0,0,0,0
2910,22,3,3,3,0,5,0,7,2,3,0,0,4,2,5,4,2,2,3,4,0,0,0,0,0,0,0
2911,14,3,3,1,0,5,2,7,0,6,2,2,4,2,7,3,2,4,0,3,0,0,0,0,0,0,0
2912,3,1,2,8,0,5,2,1,4,4,1,6,1,1,0,3,3,4,0,2,0,0,0,0,0,0,0
2913,9,1,6,9,2,5,2,0,0,1,1,4,5,1,1,0,7,2,0,1,0,0,2,0,0,0,0
2914,23,2,5,4,1,5,2,5,1,8,6,1,1,5,8,4,1,1,3,8,0,0,0,0,0,0,0
